행정구역,2021년01월_계_총인구수,2021년01월_계_연령구간인구수,2021년01월_계_0~9세,2021년01월_계_10~19세,2021년01월_계_20~29세,2021년01월_계_30~39세,2021년01월_계_40~49세,2021년01월_계_50~59세,2021년01월_계_60~69세,2021년01월_계_70~79세,2021년01월_계_80~89세,2021년01월_계_90~99세,2021년01월_계_100세 이상
서울특별시 은평구 역촌동(1138062500),"46,521","46,521","2,664","3,515","6,525","6,649","7,607","7,661","6,312","3,886","1,492",185,25
서울특별시 은평구 신사제1동(1138063100),"27,512","27,512","1,606","2,109","3,891","4,110","4,181","4,478","3,897","2,255",880,96,9
서울특별시 은평구 신사제2동(1138063200),"20,816","20,816","1,087","1,677","2,945","2,792","3,168","3,522","3,163","1,661",696,89,16
서울특별시 은평구 증산동(1138064000),"15,350","15,350",733,"1,187","2,095","2,039","2,252","2,569","2,441","1,418",527,79,10
서울특별시 은평구 수색동(1138065000),"11,257","11,257",693,769,"1,505","1,738","1,529","1,987","1,705",881,389,56,5
서울특별시 은평구 진관동(1138069000),"56,874","56,874","4,701","7,399","7,081","6,850","10,730","8,392","6,334","3,455","1,512",258,162
서울특별시 서대문구 (1141000000),"311,720","311,720","20,039","23,502","50,031","45,057","47,321","49,362","38,789","24,317","11,338","1,660",304
서울특별시 서대문구 천연동(1141052000),"17,748","17,748","1,261","1,458","2,248","2,419","2,799","3,014","2,204","1,431",777,108,29
서울특별시 서대문구 북아현동(1141055500),"16,633","16,633","1,424","1,096","2,348","2,906","2,691","2,777","1,803","1,029",449,82,28
서울특별시 서대문구 충현동(1141056500),"20,806","20,806","1,223","1,367","3,419","3,287","3,038","3,369","2,713","1,478",732,138,42
서울특별시 서대문구 신촌동(1141058500),"19,207","19,207",709,859,"7,336","3,318","1,988","1,996","1,410",980,501,86,24
서울특별시 서대문구 연희동(1141061500),"36,249","36,249","1,668","2,455","7,692","5,621","5,059","5,256","4,135","2,806","1,321",204,32
서울특별시 서대문구 홍제제1동(1141062000),"24,326","24,326","1,545","1,888","3,160","3,444","3,782","4,091","3,307","2,022",940,132,15
서울특별시 서대문구 홍제제3동(1141064000),"15,739","15,739",751,"1,116","2,112","1,962","2,182","2,704","2,335","1,631",837,87,22
서울특별시 서대문구 홍제제2동(1141065500),"14,190","14,190",806,"1,076","1,861","1,898","2,048","2,573","2,010","1,248",577,88,5
서울특별시 서대문구 홍은제1동(1141066000),"23,088","23,088","1,506","1,784","2,902","3,013","3,479","3,978","3,311","1,980",971,144,20
서울특별시 서대문구 홍은제2동(1141068500),"26,935","26,935","1,268","2,168","4,215","3,485","3,992","4,590","3,743","2,224","1,082",142,26
서울특별시 서대문구 남가좌제1동(1141069000),"15,854","15,854","2,127","1,452","1,537","2,456","3,071","2,151","1,572",978,434,60,16
서울특별시 서대문구 남가좌제2동(1141070000),"29,939","29,939","2,642","2,411","4,250","4,579","4,895","4,414","3,390","2,215",963,154,26
서울특별시 서대문구 북가좌제1동(1141071000),"18,429","18,429","1,428","1,957","2,148","2,394","3,265","3,013","2,207","1,341",581,86,9
서울특별시 서대문구 북가좌제2동(1141072000),"32,577","32,577","1,681","2,415","4,803","4,275","5,032","5,436","4,649","2,954","1,173",149,10
서울특별시 마포구 (1144000000),"371,492","371,492","24,694","28,282","61,680","64,383","60,825","54,289","39,802","24,313","11,194","1,683",347
서울특별시 마포구 아현동(1144055500),"25,821","25,821","2,797","1,675","3,183","5,163","4,255","3,886","2,783","1,235",671,120,53
서울특별시 마포구 공덕동(1144056500),"38,005","38,005","2,253","2,314","6,418","6,556","5,513","6,407","4,466","2,594","1,278",166,40
서울특별시 마포구 도화동(1144058500),"21,700","21,700","1,469","1,615","2,978","3,630","3,207","3,499","2,698","1,567",864,144,29
서울특별시 마포구 용강동(1144059000),"21,856","21,856","2,256","2,029","2,233","3,775","4,410","2,958","2,181","1,283",629,91,11
서울특별시 마포구 대흥동(1144060000),"14,433","14,433",669,879,"3,401","2,387","2,089","2,034","1,500",913,456,81,24
서울특별시 마포구 염리동(1144061000),"12,105","12,105",926,"1,148","1,812","1,860","2,180","1,763","1,163",799,392,50,12
서울특별시 마포구 신수동(1144063000),"23,121","23,121","1,688","1,905","3,455","3,746","3,904","3,572","2,485","1,550",683,114,19
서울특별시 마포구 서강동(1144065500),"24,636","24,636","1,854","1,741","4,602","4,082","4,010","3,699","2,459","1,397",677,97,18
서울특별시 마포구 서교동(1144066000),"25,291","25,291",843,"1,210","6,237","5,379","3,716","3,105","2,306","1,571",756,141,27
서울특별시 마포구 합정동(1144068000),"18,207","18,207","1,114",950,"3,592","3,727","2,652","2,356","1,946","1,225",539,85,21
서울특별시 마포구 망원제1동(1144069000),"20,801","20,801","1,045","1,323","3,484","3,933","3,246","2,982","2,435","1,618",648,80,7
서울특별시 마포구 망원제2동(1144070000),"18,973","18,973","1,169","1,568","2,888","2,966","3,276","2,816","2,166","1,472",566,68,18
서울특별시 마포구 연남동(1144071000),"15,579","15,579",617,810,"3,237","3,093","2,340","2,019","1,740","1,106",509,88,20
서울특별시 마포구 성산제1동(1144072000),"19,334","19,334",963,"1,468","3,124","3,384","3,314","2,892","2,201","1,356",556,62,14
서울특별시 마포구 성산제2동(1144073000),"40,353","40,353","2,498","3,487","6,748","6,713","6,564","5,783","4,272","2,894","1,191",186,17
서울특별시 마포구 상암동(1144074000),"31,277","31,277","2,533","4,160","4,288","3,989","6,149","4,518","3,001","1,733",779,110,17
서울특별시 양천구 (1147000000),"453,382","453,382","31,243","50,644","59,540","57,632","78,574","76,471","57,877","28,727","10,767","1,715",192
서울특별시 양천구 목1동(1147051000),"31,465","31,465","2,963","5,105","3,396","3,299","6,911","5,002","2,877","1,324",493,90,5
서울특별시 양천구 목2동(1147052000),"30,459","30,459","1,712","2,555","4,983","5,275","4,629","4,946","3,838","1,740",661,106,14
서울특별시 양천구 목3동(1147053000),"22,433","22,433","1,342","1,547","3,557","4,046","3,204","3,635","3,043","1,373",586,84,16
서울특별시 양천구 목4동(1147054000),"25,918","25,918","1,408","3,367","4,155","2,794","4,553","4,840","2,721","1,461",538,71,10
서울특별시 양천구 목5동(1147055000),"42,182","42,182","3,365","7,645","4,499","3,980","9,201","6,683","4,192","1,721",728,161,7
서울특별시 양천구 신월1동(1147056000),"20,906","20,906",986,"1,327","2,693","2,767","3,091","3,894","3,604","1,865",574,92,13
서울특별시 양천구 신월2동(1147057000),"21,243","21,243","1,419","1,765","2,693","3,013","3,310","3,360","3,321","1,725",543,86,8
서울특별시 양천구 신월3동(1147058000),"15,667","15,667",871,"1,137","2,035","2,010","2,231","2,960","2,526","1,361",465,59,12
서울특별시 양천구 신월4동(1147059000),"18,364","18,364","1,478","1,613","2,186","2,492","3,039","2,843","2,736","1,399",507,61,10
서울특별시 양천구 신월5동(1147060000),"14,982","14,982",993,"1,263","2,130","2,095","2,310","2,537","2,171","1,060",359,56,8
서울특별시 양천구 신월6동(1147061000),"13,797","13,797","1,446","1,250","1,593","2,594","2,162","2,040","1,673",772,216,40,11
서울특별시 양천구 신월7동(1147061100),"20,437","20,437","1,041","1,375","2,637","2,636","2,975","3,576","3,462","1,823",811,97,4
서울특별시 양천구 신정1동(1147062000),"20,905","20,905","1,837","3,048","2,471","2,063","4,079","3,548","2,205","1,097",449,101,7
서울특별시 양천구 신정2동(1147063000),"20,000","20,000","1,309","2,967","2,567","1,804","3,796","3,606","2,278","1,123",460,73,17
서울특별시 양천구 신정3동(1147064000),"46,324","46,324","3,376","5,243","5,895","5,731","7,930","7,897","5,793","3,125","1,135",184,15
서울특별시 양천구 신정4동(1147065000),"33,484","33,484","1,671","2,317","5,261","5,076","5,253","5,421","4,813","2,691",862,103,16
서울특별시 양천구 신정6동(1147067000),"24,976","24,976","2,076","3,667","3,189","2,731","4,730","4,411","2,619","1,022",429,101,1
서울특별시 양천구 신정7동(1147068000),"29,840","29,840","1,950","3,453","3,600","3,226","5,170","5,272","4,005","2,045",951,150,18
서울특별시 강서구 (1150000000),"579,176","579,176","39,043","44,573","86,649","98,706","90,719","86,029","76,746","39,036","14,900","2,532",243
서울특별시 강서구 염창동(1150051000),"41,861","41,861","4,124","4,561","5,401","7,342","7,663","5,968","4,237","1,762",697,95,11
서울특별시 강서구 등촌제1동(1150052000),"24,192","24,192","1,317","1,351","5,008","6,031","3,247","3,055","2,245","1,132",665,134,7
서울특별시 강서구 등촌제2동(1150053000),"20,984","20,984","1,300","1,617","3,290","3,520","3,066","3,425","2,863","1,370",446,85,2
서울특별시 강서구 등촌제3동(1150053500),"31,412","31,412","1,702","2,053","4,153","4,634","3,910","5,346","5,290","2,555","1,460",297,12
서울특별시 강서구 화곡제1동(1150054000),"52,304","52,304","2,742","2,500","9,350","10,535","7,497","7,463","7,061","3,785","1,184",165,22
서울특별시 강서구 화곡제2동(1150055000),"18,427","18,427","1,225","1,427","2,619","2,909","3,107","2,865","2,463","1,341",396,68,7
서울특별시 강서구 화곡제3동(1150056000),"21,667","21,667","1,299","1,644","3,108","3,159","3,227","3,309","3,447","1,770",577,102,25
서울특별시 강서구 화곡제4동(1150057000),"21,084","21,084","1,141","1,376","2,993","3,361","3,259","3,424","3,179","1,659",595,90,7
서울특별시 강서구 화곡본동(1150059000),"34,595","34,595","2,228","2,427","5,943","6,368","5,534","4,888","4,264","2,116",689,129,9
서울특별시 강서구 화곡제6동(1150059100),"24,901","24,901","1,246","1,662","4,248","4,185","3,669","3,963","3,632","1,641",555,94,6
서울특별시 강서구 화곡제8동(1150059300),"25,103","25,103","1,327","1,618","3,871","4,220","3,987","3,749","3,546","2,081",615,81,8
서울특별시 강서구 가양제1동(1150060300),"34,215","34,215","1,708","1,900","8,363","8,381","4,610","4,256","3,236","1,186",488,82,5
서울특별시 강서구 가양제2동(1150060400),"14,419","14,419",498,476,"1,680","2,398","1,505","2,176","3,235","1,544",765,138,4
서울특별시 강서구 가양제3동(1150060500),"15,443","15,443",706,586,"1,833","3,102","1,920","2,278","2,678","1,570",650,117,3
서울특별시 강서구 발산제1동(1150061100),"37,249","37,249","3,398","4,987","4,602","4,375","7,238","5,704","3,888","2,137",772,137,11
서울특별시 강서구 우장산동(1150061500),"43,764","43,764","3,776","5,495","5,275","5,523","8,637","6,570","4,991","2,579",768,127,23
서울특별시 강서구 공항동(1150062000),"26,870","26,870","2,570","1,719","3,746","5,000","4,293","3,804","3,272","1,684",653,101,28
서울특별시 강서구 방화제1동(1150063000),"44,166","44,166","4,220","4,235","5,300","6,433","7,676","6,526","5,674","2,832","1,078",178,14
서울특별시 강서구 방화제2동(1150064000),"23,179","23,179","1,155","1,445","3,304","3,533","3,205","3,696","3,652","2,143",896,124,26
서울특별시 강서구 방화제3동(1150064100),"23,341","23,341","1,361","1,494","2,562","3,697","3,469","3,564","3,893","2,149",951,188,13
서울특별시 구로구 (1153000000),"403,518","403,518","27,854","29,970","55,259","62,904","62,999","63,156","56,252","31,864","11,545","1,534",181
서울특별시 구로구 신도림동(1153051000),"36,121","36,121","3,595","3,508","4,300","6,223","6,526","5,108","4,044","1,992",720,95,10
서울특별시 구로구 구로제1동(1153052000),"21,231","21,231","1,872","1,963","2,821","3,881","3,631","3,010","2,642",980,361,64,6
서울특별시 구로구 구로제2동(1153053000),"24,544","24,544",887,"1,439","3,233","2,926","3,474","4,697","4,049","2,681","1,003",125,30
서울특별시 구로구 구로제3동(1153054000),"23,861","23,861","1,343","1,418","4,132","5,012","4,028","3,057","2,582","1,590",602,76,21
서울특별시 구로구 구로제4동(1153055000),"20,313","20,313",811,"1,115","2,826","2,916","2,962","3,513","3,110","2,125",826,92,17
서울특별시 구로구 구로제5동(1153056000),"29,287","29,287","1,828","1,591","5,027","5,431","4,115","4,554","3,779","2,086",788,86,2
서울특별시 구로구 가리봉동(1153059500),"9,274","9,274",232,286,"1,507","1,253","1,170","1,863","1,643",870,367,60,23
서울특별시 구로구 고척제1동(1153072000),"23,060","23,060","1,316","1,937","3,293","2,870","3,496","3,920","3,545","1,939",647,91,6
서울특별시 구로구 고척제2동(1153073000),"27,268","27,268","1,809","2,231","3,585","3,295","4,271","4,760","3,988","2,343",875,103,8
서울특별시 구로구 개봉제1동(1153074000),"34,351","34,351","2,185","2,446","4,638","5,104","4,949","5,847","5,148","2,857","1,031",137,9
서울특별시 구로구 개봉제2동(1153075000),"31,657","31,657","2,154","2,302","3,852","4,546","4,827","4,972","5,057","2,900",915,121,11
서울특별시 구로구 개봉제3동(1153076000),"20,727","20,727","1,175","1,454","2,583","2,759","3,198","3,464","3,489","1,813",702,79,11
서울특별시 구로구 오류제1동(1153077000),"22,693","22,693","1,213","1,216","4,050","4,343","3,180","3,045","3,014","1,858",675,94,5
서울특별시 구로구 오류제2동(1153078000),"38,930","38,930","3,224","3,891","4,644","5,146","6,665","5,680","5,072","3,261","1,165",173,9
서울특별시 구로구 수궁동(1153079000),"23,914","23,914","1,464","1,993","3,078","3,301","3,824","3,910","3,621","1,958",660,93,12
서울특별시 구로구 항동(1153080000),"16,287","16,287","2,746","1,180","1,690","3,898","2,683","1,756","1,469",611,208,45,1
서울특별시 금천구 (1154500000),"231,634","231,634","12,413","14,577","37,102","35,474","32,844","40,225","33,317","18,097","6,520",885,180
서울특별시 금천구 가산동(1154551000),"23,162","23,162",689,698,"6,577","5,485","2,738","2,983","2,370","1,183",375,55,9
서울특별시 금천구 독산제1동(1154561000),"42,177","42,177","3,220","2,312","7,269","8,400","6,261","6,206","4,891","2,570",925,107,16
서울특별시 금천구 독산제2동(1154562000),"19,004","19,004",881,"1,203","2,853","2,473","2,610","3,804","3,047","1,556",492,69,16
서울특별시 금천구 독산제3동(1154563000),"24,594","24,594","1,014","1,352","3,890","3,584","3,265","4,764","3,913","1,951",726,112,23
서울특별시 금천구 독산제4동(1154564000),"15,557","15,557",647,976,"2,296","1,995","2,098","3,262","2,486","1,317",415,49,16
서울특별시 금천구 시흥제1동(1154567000),"33,711","33,711","1,821","2,300","5,028","4,787","4,978","5,944","4,876","2,787",995,172,23
서울특별시 금천구 시흥제2동(1154568000),"21,910","21,910","1,551","2,129","2,486","2,468","3,486","3,810","3,279","1,836",717,108,40
서울특별시 금천구 시흥제3동(1154569000),"11,074","11,074",547,691,"1,432","1,423","1,549","1,998","1,944","1,068",376,42,4
서울특별시 금천구 시흥제4동(1154570000),"20,761","20,761","1,097","1,486","2,722","2,585","2,962","3,910","3,422","1,836",645,80,16
서울특별시 금천구 시흥제5동(1154571000),"19,684","19,684",946,"1,430","2,549","2,274","2,897","3,544","3,089","1,993",854,91,17
서울특별시 영등포구 (1156000000),"380,169","380,169","25,798","24,245","59,096","69,418","56,449","57,040","47,343","27,449","11,448","1,592",291
서울특별시 영등포구 영등포본동(1156051500),"21,422","21,422","1,428","1,240","2,846","3,302","3,138","3,627","3,216","1,832",678,102,13
서울특별시 영등포구 영등포동(1156053500),"28,332","28,332","1,213",875,"6,814","6,950","3,576","3,616","3,042","1,538",579,103,26
서울특별시 영등포구 여의동(1156054000),"34,022","34,022","2,932","2,897","3,836","5,239","5,438","5,174","4,128","2,672","1,468",210,28
서울특별시 영등포구 당산제1동(1156055000),"20,757","20,757","1,144",974,"3,552","4,258","2,907","3,069","2,645","1,466",645,82,15
서울특별시 영등포구 당산제2동(1156056000),"37,554","37,554","2,793","2,290","7,330","8,185","5,244","4,852","3,785","2,019",889,135,32
서울특별시 영등포구 도림동(1156058500),"18,205","18,205",975,945,"2,777","3,235","2,707","2,986","2,352","1,484",639,88,17
서울특별시 영등포구 문래동(1156060500),"33,225","33,225","3,359","2,942","3,819","6,214","6,008","4,205","3,602","2,077",843,128,28
서울특별시 영등포구 양평제1동(1156061000),"17,444","17,444","1,225","1,009","2,744","4,367","2,762","2,045","1,703","1,064",445,70,10
서울특별시 영등포구 양평제2동(1156062000),"22,321","22,321","1,650","1,569","3,680","5,180","3,319","3,064","2,201","1,108",472,71,7
서울특별시 영등포구 신길제1동(1156063000),"17,461","17,461",591,874,"3,419","2,986","2,424","2,566","2,292","1,539",662,84,24
서울특별시 영등포구 신길제3동(1156065000),"16,879","16,879","1,178","1,138","2,162","2,543","2,485","2,882","2,473","1,420",518,72,8
서울특별시 영등포구 신길제4동(1156066000),"12,255","12,255",827,840,"1,565","1,833","1,901","2,015","1,812",987,406,54,15
서울특별시 영등포구 신길제5동(1156067000),"11,117","11,117",814,757,"1,369","1,631","1,633","1,924","1,681",899,343,49,17
